Trajectories
200
,,BME:T,,,BME:R,,,BME:B,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
96,0,204.508,235.327,250.709,188.303,280.128,185.662,231.102,210.056,151.99
97,0,204.493,235.307,250.708,188.31,280.132,185.658,231.094,210.068,151.948
98,0,204.495,235.324,250.72,188.293,280.136,185.657,231.101,210.079,151.888
99,0,204.498,235.321,250.701,188.334,280.119,185.662,231.125,210.049,151.959
100,0,204.512,235.318,250.693,188.326,280.13,185.674,230.898,210.218,151.893
101,0,204.487,235.329,250.689,188.308,280.132,185.657,231.093,210.072,151.929
102,0,204.469,235.325,250.705,188.314,280.134,185.653,231.064,210.106,151.871
103,0,204.523,235.323,250.698,188.303,280.15,185.647,231.076,210.095,151.902
104,0,204.466,235.332,250.69,188.327,280.124,185.656,231.09,210.084,151.91
105,0,204.485,235.321,250.706,188.297,280.134,185.646,231.007,210.112,151.857
106,0,204.475,235.328,250.688,188.315,280.127,185.659,231.078,210.095,151.894
107,0,204.498,235.324,250.703,188.293,280.141,185.658,231.074,210.087,151.88
108,0,204.47,235.336,250.677,188.306,280.13,185.665,231.018,210.114,151.849
109,0,204.473,235.322,250.685,188.287,280.153,185.657,230.978,210.188,151.939
110,0,204.48,235.321,250.699,188.332,280.14,185.651,230.955,210.201,151.943
111,0,204.486,235.319,250.709,188.292,280.127,185.661,231.133,210.073,151.969
112,0,204.515,235.323,250.717,188.302,280.135,185.652,230.991,210.182,151.972
113,0,204.501,235.33,250.697,188.285,280.135,185.658,231.101,210.086,151.919
114,0,204.499,235.326,250.669,188.312,280.13,185.662,230.979,210.184,151.99
115,0,204.435,235.309,250.66,188.31,280.129,185.655,230.972,210.185,151.957
116,0,204.477,235.306,250.665,188.308,280.132,185.654,231.041,210.091,151.929
117,0,204.469,235.321,250.69,188.306,280.146,185.652,231.097,210.091,151.915
118,0,204.514,235.334,250.703,188.321,280.134,185.65,231.074,210.07,151.909
119,0,204.486,235.326,250.711,188.302,280.142,185.65,231.106,210.07,151.937
120,0,204.517,235.314,250.685,188.325,280.138,185.663,231.086,210.044,151.958
121,0,204.455,235.325,250.688,188.305,280.149,185.663,230.966,210.195,151.982
122,0,204.449,235.334,250.674,188.293,280.146,185.64,231.125,210.075,151.954
123,0,204.507,235.322,250.71,188.3,280.134,185.658,231.083,210.083,151.912
124,0,204.439,235.327,250.695,188.311,280.117,185.666,231.068,210.092,151.912
125,0,204.448,235.319,250.651,188.325,280.134,185.662,231.074,210.136,151.951
126,0,204.455,235.337,250.699,188.301,280.13,185.661,231.085,210.126,151.933
127,0,204.475,235.327,250.698,188.31,280.13,185.659,231.057,210.102,151.891
128,0,204.489,235.321,250.709,188.297,280.127,185.664,230.884,210.26,151.868
129,0,204.506,235.314,250.717,188.289,280.135,185.655,231.111,209.991,151.971
130,0,204.497,235.316,250.707,188.31,280.132,185.654,230.937,210.249,151.893
131,0,204.521,235.327,250.73,188.326,280.141,185.659,231.138,210.069,151.95
132,0,204.519,235.323,250.704,188.3,280.128,185.656,231.031,210.139,151.853
133,0,204.504,235.309,250.722,188.315,280.129,185.67,231.056,210.099,151.91
134,0,204.473,235.311,250.685,188.285,280.129,185.662,231.038,210.11,151.9
135,0,204.465,235.31,250.677,188.281,280.143,185.646,230.989,210.176,151.978
136,0,204.465,235.323,250.714,188.306,280.133,185.664,231.139,210.091,151.936
137,0,204.486,235.323,250.677,188.272,280.138,185.647,231.034,210.122,151.878
138,0,204.49,235.307,250.738,188.32,280.133,185.664,231.096,210.022,151.921
139,0,204.501,235.316,250.698,188.326,280.12,185.663,231.066,210.107,151.869
140,0,204.484,235.324,250.672,188.304,280.14,185.654,231.017,210.179,151.955
141,0,204.474,235.315,250.677,188.307,280.133,185.659,231.108,210.028,151.912
142,0,204.445,235.327,250.653,188.319,280.121,185.674,231.071,210.096,151.88
143,0,204.48,235.31,250.713,188.328,280.131,185.67,231.114,210.062,151.931
144,0,204.488,235.334,250.717,188.289,280.129,185.669,231.047,210.105,151.884
145,0,204.496,235.329,250.717,188.315,280.127,185.667,231.014,210.114,151.958
146,0,204.448,235.328,250.686,188.311,280.129,185.662,231.076,210.101,151.857
147,0,204.477,235.318,250.707,188.311,280.119,185.658,231.084,210.045,151.896
148,0,204.452,235.319,250.663,188.302,280.14,185.65,231.064,210.096,151.919
149,0,204.474,235.325,250.676,188.304,280.124,185.651,231.014,210.132,151.851
150,0,204.506,235.333,250.674,188.327,280.14,185.652,231.111,210.058,151.974
151,0,204.481,235.331,250.69,188.328,280.131,185.651,231.094,210.06,151.95
152,0,204.503,235.323,250.694,188.305,280.123,185.658,231.056,210.086,151.896
153,0,204.47,235.323,250.674,188.308,280.137,185.652,231.092,210.033,151.887
154,0,204.475,235.32,250.697,188.32,280.128,185.666,231.114,210.07,151.924
155,0,204.45,235.333,250.686,188.334,280.129,185.652,231.209,209.958,151.899
156,0,204.496,235.322,250.711,188.321,280.127,185.664,230.942,210.22,151.917
157,0,204.5,235.319,250.698,188.315,280.124,185.667,231.066,210.098,151.903
158,0,204.467,235.321,250.69,188.296,280.137,185.646,231.043,210.118,151.87
159,0,204.486,235.335,250.691,188.316,280.14,185.651,231.186,209.939,151.917
160,0,204.46,235.329,250.683,188.307,280.145,185.653,231.088,210.096,151.917
161,0,204.494,235.326,250.684,188.327,280.125,185.652,231.022,210.143,152
162,0,204.485,235.316,250.688,188.313,280.122,185.656,231.045,210.083,151.906
163,0,204.475,235.313,250.704,188.298,280.13,185.663,231.033,210.108,151.883
164,0,204.464,235.329,250.683,188.296,280.124,185.655,231.038,210.161,151.984
165,0,204.453,235.319,250.697,188.29,280.133,185.65,230.972,210.175,151.972
166,0,204.456,235.308,250.694,188.294,280.119,185.665,231.067,210.066,151.924
167,0,204.468,235.323,250.69,188.276,280.131,185.653,231.002,210.16,151.988
168,0,204.455,235.324,250.663,188.337,280.139,185.651,231.094,210.001,151.895
169,0,204.497,235.326,250.697,188.306,280.144,185.648,231.103,210.018,151.896
170,0,204.477,235.32,250.718,188.313,280.123,185.66,231.106,210.04,151.903
171,0,204.474,235.312,250.714,188.282,280.133,185.669,231.108,210.022,151.911
172,0,204.487,235.318,250.693,188.29,280.129,185.661,231.073,210.081,151.938
173,0,204.473,235.334,250.722,188.308,280.138,185.661,231.036,210.116,151.868
174,0,204.455,235.322,250.679,188.299,280.139,185.648,231.052,210.095,151.874
175,0,204.462,235.317,250.68,188.313,280.136,185.665,230.988,210.137,152.008
176,0,204.461,235.322,250.689,188.297,280.126,185.658,231.033,210.111,151.864
177,0,204.483,235.318,250.687,188.318,280.133,185.666,231.029,210.095,151.912
178,0,204.471,235.33,250.706,188.315,280.126,185.662,231.08,210.082,151.907
179,0,204.497,235.313,250.71,188.305,280.137,185.655,231.095,210.098,151.889
180,0,204.455,235.317,250.662,188.296,280.134,185.652,231.068,210.103,151.913
181,0,204.476,235.329,250.691,188.287,280.131,185.66,231.093,210.101,151.934
182,0,204.47,235.32,250.674,188.286,280.14,185.66,231.165,209.92,151.962
183,0,204.473,235.33,250.696,188.301,280.14,185.652,231.008,210.114,151.88
184,0,204.473,235.324,250.708,188.309,280.132,185.66,231.063,210.093,151.873
185,0,204.481,235.315,250.704,188.301,280.132,185.657,231.105,210.024,151.911
186,0,204.497,235.319,250.68,188.328,280.13,185.664,231.088,210.136,152.047
187,0,204.469,235.326,250.712,188.311,280.13,185.675,231.186,209.912,151.946
188,0,204.48,235.323,250.704,188.313,280.127,185.66,230.975,210.147,151.933
189,0,204.479,235.314,250.71,188.319,280.121,185.668,231.14,210.056,151.97
190,0,204.464,235.314,250.694,188.287,280.136,185.647,231.075,210.079,151.94
191,0,204.486,235.327,250.673,188.298,280.134,185.655,230.931,210.23,151.937
192,0,204.483,235.329,250.695,188.304,280.132,185.663,231.008,210.112,151.96
193,0,204.474,235.316,250.701,188.299,280.136,185.666,231.088,210.07,151.97
194,0,204.465,235.313,250.713,188.301,280.126,185.663,231.052,210.096,151.888
195,0,204.489,235.322,250.692,188.297,280.132,185.648,231.118,209.983,151.885
196,0,204.487,235.324,250.685,188.318,280.14,185.654,231.094,210.003,151.931
197,0,204.491,235.326,250.72,188.329,280.138,185.666,231.163,209.95,151.91
198,0,204.499,235.322,250.714,188.332,280.126,185.669,231.104,209.998,151.921
199,0,204.471,235.314,250.713,188.318,280.122,185.658,230.916,210.225,151.942
200,0,204.506,235.313,250.703,188.327,280.136,185.66,231.138,210.049,151.98

