Trajectories
200
,,BME:T,,,BME:R,,,BME:B,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
138,0,244.163,209.969,230.069,172.748,229.784,261.421,165.721,253.917,177.852
139,0,244.05,209.927,230.048,172.734,229.769,261.457,165.664,255.119,177.746
140,0,244.046,209.91,230.063,172.716,229.795,261.413,165.705,254.036,177.79
141,0,244.058,209.94,230.011,172.746,229.774,261.431,165.606,254.934,177.813
142,0,244.008,209.901,230.019,172.735,229.773,261.44,165.66,255.112,177.768
143,0,244.044,209.903,230.011,172.717,229.796,261.39,165.703,254.022,177.801
144,0,244.047,209.914,229.986,172.738,229.775,261.426,165.717,254.058,177.762
145,0,244.083,209.911,230.054,172.727,229.791,261.413,165.628,254.91,177.781
146,0,244.071,209.925,230.075,172.7,229.779,261.431,165.718,254.022,177.811
147,0,244.101,209.941,230.046,172.748,229.781,261.414,165.709,253.964,177.807
148,0,244.076,209.933,230.006,172.701,229.777,261.453,165.627,254.954,177.8
149,0,244.055,209.924,230.022,172.762,229.769,261.413,165.727,254.045,177.779
150,0,244.07,209.948,230.037,172.739,229.807,261.427,165.703,254.044,177.772
151,0,244.091,209.949,230.047,172.738,229.792,261.422,165.739,253.995,177.748
152,0,243.797,209.555,229.764,172.727,229.748,261.426,165.762,254.008,177.808
153,0,244.106,209.969,230.043,172.703,229.629,261.543,165.763,254.041,177.825
154,0,244.113,209.99,230.044,172.765,229.778,261.453,165.717,254.051,177.769
155,0,244.107,209.96,230.059,172.709,229.621,261.605,165.782,254.109,177.805
156,0,244.079,209.937,230.033,172.746,229.791,261.431,165.75,254.021,177.803
157,0,244.131,210.019,230.066,172.763,229.78,261.427,165.725,253.996,177.835
158,0,244.083,209.944,230.034,172.755,229.78,261.429,165.727,254.03,177.781
159,0,244.085,209.935,229.997,172.744,229.814,261.415,165.59,254.932,177.783
160,0,244.122,209.998,230.065,172.743,229.801,261.401,165.749,254.009,177.758
161,0,243.787,209.556,229.745,172.702,229.764,261.4,165.762,254.053,177.773
162,0,244.161,209.979,230.057,172.796,229.788,261.403,165.734,254.065,177.777
163,0,244.086,209.979,230.039,172.67,229.639,261.552,165.646,255.013,177.775
164,0,244.078,209.918,230.011,172.714,229.607,261.571,165.683,253.97,177.826
165,0,244.132,209.98,230.065,172.768,229.758,261.422,165.685,254.018,177.829
166,0,244.071,209.905,230.016,172.751,229.786,261.417,165.721,254.045,177.793
167,0,244.072,209.938,230.008,172.744,229.762,261.445,165.65,254.937,177.824
168,0,244.154,209.939,230.078,172.761,229.765,261.4,165.692,253.956,177.786
169,0,244.089,209.958,230.026,172.724,229.796,261.4,165.716,254.033,177.777
170,0,244.049,209.905,229.99,172.719,229.613,261.55,165.65,255.045,177.771
171,0,244.089,209.931,230.01,172.73,229.769,261.439,165.684,253.934,177.844
172,0,244.094,209.945,230.01,172.723,229.768,261.432,165.702,253.993,177.855
173,0,244.12,209.923,230.069,172.718,229.6,261.587,165.722,253.957,177.842
174,0,244.031,209.904,229.998,172.755,229.782,261.426,165.728,253.954,177.843
175,0,244.145,209.961,230.073,172.692,229.777,261.425,165.716,253.994,177.744
176,0,244.114,209.956,230.049,172.733,229.784,261.411,165.635,255.12,177.776
177,0,244.058,209.922,230.011,172.717,229.608,261.589,165.656,255.166,177.775
178,0,244.069,209.935,230.027,172.72,229.806,261.412,165.76,254.009,177.812
179,0,244.069,209.945,230.037,172.756,229.776,261.467,165.72,254.048,177.751
180,0,244.03,209.947,230.049,172.768,229.804,261.396,165.63,254.832,177.794
181,0,244.091,209.949,230.033,172.719,229.791,261.466,165.73,253.997,177.849
182,0,244.096,209.934,230.074,172.749,229.789,261.426,165.765,253.985,177.815
183,0,244.067,209.92,230.02,172.695,229.806,261.427,165.722,254.109,177.756
184,0,244.041,209.924,230.028,172.736,229.805,261.426,165.719,254.104,177.77
185,0,244.042,209.91,230.001,172.783,229.784,261.412,165.703,254.012,177.839
186,0,244.067,209.937,230.06,172.712,229.781,261.434,165.654,255.042,177.743
187,0,244.105,209.959,230.037,172.713,229.812,261.445,165.642,255.082,177.798
