Trajectories
200
,,BME:T,,,BME:R,,,BME:B,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
202,0,240.97,233.074,225.957,165.524,248.885,249.706,158.063,223.568,166.74
203,0,240.943,233.067,225.95,165.704,248.798,249.629,157.273,222.968,165.801
204,0,240.941,233.072,225.968,165.444,248.841,249.673,157.199,222.934,165.765
205,0,240.965,233.078,225.947,165.51,248.846,249.687,158.02,223.599,166.712
206,0,240.934,233.061,225.964,165.454,248.851,249.719,157.162,222.929,165.706
207,0,240.943,233.089,225.945,165.498,248.872,249.686,158.045,223.581,166.707
208,0,240.963,233.067,225.969,165.459,248.862,249.692,157.272,223.023,165.777
209,0,240.941,233.072,225.961,165.702,248.784,249.658,158.024,223.564,166.67
210,0,240.963,233.091,225.975,165.733,248.846,249.649,158.082,223.6,166.727
211,0,240.954,233.077,225.974,165.754,248.813,249.639,158.018,223.523,166.631
212,0,240.936,233.065,225.97,165.581,248.824,249.581,158.007,223.539,166.71
213,0,240.942,233.062,225.944,165.562,248.839,249.616,157.26,222.991,165.763
214,0,240.942,233.061,225.968,165.484,248.848,249.725,158.051,223.594,166.679
215,0,240.959,233.067,225.962,165.767,248.84,249.638,157.258,222.993,165.751
216,0,240.96,233.067,225.987,165.744,248.808,249.619,158.164,223.683,166.755
217,0,240.953,233.068,225.976,165.701,248.781,249.563,158.083,223.549,166.729
218,0,240.948,233.076,225.955,165.53,248.83,249.7,157.229,222.976,165.696
219,0,240.953,233.085,225.977,165.744,248.767,249.646,157.237,222.994,165.718
220,0,240.978,233.078,225.987,165.723,248.8,249.646,158.109,223.589,166.678
221,0,240.971,233.086,225.987,165.51,248.821,249.702,157.183,222.943,165.681
222,0,240.936,233.073,225.97,165.512,248.856,249.687,157.194,222.943,165.752
223,0,240.963,233.074,225.956,165.53,248.858,249.692,158.039,223.583,166.67
224,0,240.957,233.075,225.94,165.565,248.834,249.63,157.976,223.551,166.634
225,0,240.944,233.085,225.952,165.439,248.843,249.68,158.123,223.595,166.801
226,0,240.956,233.07,225.979,165.691,248.788,249.629,158.111,223.645,166.699
227,0,240.947,233.067,225.957,165.47,248.851,249.705,158.179,223.643,166.765
228,0,240.931,233.055,225.945,165.49,248.868,249.726,158.029,223.585,166.619
229,0,240.941,233.072,225.943,165.504,248.876,249.758,157.246,223.033,165.716
230,0,240.939,233.083,225.984,165.547,248.86,249.723,158.118,223.59,166.765
231,0,240.953,233.087,225.945,165.71,248.796,249.637,158.237,223.723,166.785
232,0,240.97,233.085,225.957,165.722,248.819,249.637,158.131,223.574,166.774
233,0,240.932,233.081,225.974,165.69,248.791,249.609,157.227,222.987,165.725
234,0,240.94,233.075,225.947,165.521,248.835,249.589,158.118,223.588,166.746
235,0,240.962,233.086,225.956,165.502,248.878,249.732,158.05,223.566,166.668
236,0,240.961,233.072,225.981,165.542,248.894,249.739,158.162,223.617,166.774
237,0,240.982,233.083,226.012,165.72,248.811,249.646,157.178,222.919,165.679
238,0,240.954,233.07,225.953,165.683,248.779,249.602,157.231,222.981,165.715
239,0,240.952,233.067,225.973,165.681,248.768,249.628,158,223.545,166.682
240,0,240.93,233.075,225.94,165.49,248.858,249.664,158.035,223.576,166.69
241,0,240.936,233.076,225.964,165.72,248.804,249.66,157.176,222.956,165.708
242,0,240.952,233.079,225.945,165.497,248.866,249.699,157.987,223.531,166.689
243,0,240.968,233.062,225.99,165.553,248.874,249.673,157.254,222.946,165.762
244,0,240.931,233.062,225.956,165.468,248.826,249.724,158.047,223.571,166.717
245,0,240.939,233.067,225.933,165.454,248.845,249.668,158.106,223.593,166.753
246,0,240.956,233.075,225.986,165.543,248.865,249.716,158.113,223.56,166.712
247,0,240.96,233.075,225.954,165.744,248.799,249.567,158,223.549,166.658
248,0,240.958,233.086,225.973,165.708,248.777,249.644,157.216,222.982,165.713
249,0,240.942,233.082,225.946,165.675,248.796,249.635,158.137,223.624,166.74
250,0,240.953,233.065,225.946,165.711,248.775,249.666,158.25,223.701,166.829
251,0,240.964,233.073,225.955,165.71,248.8,249.649,158.102,223.62,166.731
252,0,240.938,233.084,225.979,165.493,248.862,249.673,158.145,223.624,166.809
253,0,240.963,233.072,225.976,165.505,248.86,249.682,157.996,223.518,166.735
254,0,240.965,233.071,225.98,165.499,248.869,249.713,158.032,223.569,166.697
255,0,240.952,233.068,225.983,165.5,248.86,249.714,158.067,223.599,166.717
256,0,240.945,233.062,225.942,165.558,248.852,249.614,157.267,222.987,165.798
257,0,240.921,233.074,225.941,165.739,248.79,249.642,157.213,222.982,165.737
258,0,240.944,233.084,225.966,165.51,248.852,249.713,157.15,222.946,165.668
259,0,240.953,233.082,225.997,165.701,248.788,249.656,158.096,223.571,166.701
260,0,240.939,233.07,225.965,165.711,248.767,249.642,158.099,223.614,166.725
261,0,240.956,233.074,225.95,165.699,248.813,249.632,157.261,222.936,165.715
262,0,240.929,233.083,225.96,165.492,248.867,249.719,157.239,222.956,165.728
263,0,240.962,233.075,225.976,165.523,248.877,249.755,157.168,222.884,165.658
264,0,240.934,233.076,225.951,165.475,248.869,249.698,158.079,223.561,166.77
265,0,240.948,233.058,225.984,165.736,248.782,249.637,158.183,223.611,166.731
266,0,240.935,233.079,225.942,165.655,248.757,249.619,158.158,223.628,166.721
267,0,240.944,233.07,225.965,165.727,248.801,249.644,158.057,223.579,166.663
268,0,240.948,233.081,225.969,165.551,248.852,249.764,158.001,223.538,166.738
269,0,240.968,233.081,225.975,165.73,248.831,249.659,157.999,223.546,166.631
270,0,240.958,233.073,225.977,165.694,248.797,249.636,158.247,223.706,166.843
271,0,240.961,233.072,225.982,165.55,248.876,249.691,157.175,222.933,165.657
272,0,240.938,233.067,225.953,165.501,248.865,249.657,158.069,223.605,166.737
273,0,240.927,233.059,225.966,165.702,248.777,249.613,158.082,223.605,166.703
274,0,240.963,233.077,225.972,165.742,248.806,249.653,157.238,222.975,165.735
275,0,240.963,233.084,225.984,165.741,248.809,249.629,158.066,223.57,166.697
276,0,240.944,233.064,225.968,165.743,248.837,249.611,157.939,223.421,166.554
277,0,240.948,233.079,225.982,165.706,248.792,249.598,158.192,223.7,166.786
278,0,240.943,233.066,225.965,165.525,248.802,249.627,157.22,222.947,165.746
279,0,240.939,233.078,225.962,165.496,248.856,249.722,157.204,222.971,165.678
280,0,240.964,233.074,225.976,165.723,248.814,249.637,157.152,222.959,165.691

